"ID";"DistrictsAndNeighbourhoods";"MunicipalityName_1";"RegionType_2";"Encoding_3";"ChangeInDistrictOrNeighbourhood_4";"DistanceToGPPractice_5";"Within1Km_6";"Within3Km_7";"Within5Km_8";"DistanceToGPPost_9";"DistanceToPharmacy_10";"DistanceToHospital_11";"Within5Km_12";"Within10Km_13";"Within20Km_14";"DistanceToHospital_15";"Within5Km_16";"Within10Km_17";"Within20Km_18";"DistanceToYouthHealthCentre_19";"DistanceToPhysiotherapist_20";"Within1Km_21";"Within3Km_22";"Within5Km_23";"DistanceToLargeSupermarket_24";"Within1Km_25";"Within3Km_26";"Within5Km_27";"DistanceToShopForOtherDailyFood_28";"Within1Km_29";"Within3Km_30";"Within5Km_31";"DistanceToDepartmentStore_32";"Within5Km_33";"Within10Km_34";"Within20Km_35";"DistanceToCafeEtc_36";"Within1Km_37";"Within3Km_38";"Within5Km_39";"DistanceToCafeteriaEtc_40";"Within1Km_41";"Within3Km_42";"Within5Km_43";"DistanceToRestaurant_44";"Within1Km_45";"Within3Km_46";"Within5Km_47";"DistanceToHotelEtc_48";"Within5Km_49";"Within105km_50";"Within20Km_51";"DistanceToDaycareCentres_52";"Within1Km_53";"Within3Km_54";"Within5Km_55";"DistanceToOutOfSchoolCare_56";"Within1Km_57";"Within3Km_58";"Within5Km_59";"DistanceToSchool_60";"Within1Km_61";"Within3Km_62";"Within5Km_63";"DistanceToSchool_64";"Within3Km_65";"Within5Km_66";"Within10Km_67";"DistanceToSchool_68";"Within3Km_69";"Within5Km_70";"Within10Km_71";"DistanceToSchool_72";"Within3Km_73";"Within5Km_74";"Within10Km_75";"DistanceToPublicGreenTotal_76";"DistanceToPark_77";"DistanceToRecreationalTerrain_78";"DistanceToForest_79";"DistanceToOpenNatTerrainTotal_80";"DistanceToOpenDryNaturalTerrain_81";"DistanceToOpenWetNaturalTerrain_82";"DistanceToSemiPublicGreenTotal_83";"DistanceToSportsArea_84";"DistanceToAllotmentGarden_85";"DistanceToRecreationalArea_86";"DistanceToCemetery_87";"DistanceToRecreationalInlandWaters_88";"DistanceToMainRoadEntrance_89";"DistanceToTrainStationAllTypes_90";"DistanceToImportantTransferStation_91";"DistanceToLibrary_92";"DistanceToSwimmingPool_93";"DistanceToArtificialIceSkatingRink_94";"DistanceToMuseum_95";"Within5Km_96";"Within10Km_97";"Within20Km_98";"DistanceToPerformingArts_99";"Within5Km_100";"Within10Km_101";"Within20Km_102";"DistanceToPopMusicVenue_103";"DistanceToCinema_104";"Within5Km_105";"Within10Km_106";"Within20Km_107";"DistanceToSauna_108";"DistanceToTanningSalon_109";"DistanceToAttraction_110";"Within10Km_111";"Within20Km_112";"Within50Km_113";"DistanceToFireStation_114"
"1697";"BU02021572";"Arnhem                                  ";"Neighbourhood";"BU02021572";"1";"     1.9";"     0.0";"     2.9";"     8.8";"     4.4";"     1.9";"     4.4";"     1.0";"     3.0";"     8.9";"     4.4";"     1.0";"     1.0";"     3.0";"       .";"       .";"       .";"       .";"       .";"     0.7";"     0.9";"    12.6";"    28.0";"     0.7";"     1.5";"    55.2";"   113.0";"     2.2";"     2.1";"     8.0";"    21.1";"     0.9";"     0.6";"    49.0";"    75.6";"     0.9";"     2.1";"    76.8";"   125.3";"     0.7";"     0.9";"   130.8";"   193.7";"     0.8";"    15.4";"    26.0";"    65.8";"     1.2";"     0.6";"    14.6";"    37.8";"     1.3";"     0.8";"    17.8";"    33.3";"     1.2";"     0.2";"     9.0";"    20.4";"     1.2";"     1.0";"     4.8";"    21.2";"     1.2";"     1.0";"     2.9";"    16.2";"     1.2";"     1.0";"     3.7";"    12.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.5";"     2.0";"     2.0";"     2.3";"     2.6";"    24.3";"     1.2";"     4.4";"    11.0";"    24.6";"     2.3";"     7.9";"     9.0";"    19.5";"     2.3";"     2.2";"     3.0";"     3.0";"    11.0";"     2.3";"     2.4";"     4.6";"     3.0";"     5.2";"    37.2";"     2.9"
"1698";"BU02021579";"Arnhem                                  ";"Neighbourhood";"BU02021579";"1";"     0.3";"     1.0";"     2.1";"     9.0";"     3.3";"     0.3";"     3.3";"     1.0";"     3.0";"     9.0";"     3.3";"     1.0";"     1.0";"     3.0";"       .";"       .";"       .";"       .";"       .";"     1.1";"     0.5";"    12.2";"    28.3";"     0.3";"     3.1";"    61.7";"   114.4";"     2.5";"     2.0";"     8.0";"    21.0";"     0.9";"     0.9";"    60.9";"    76.3";"     0.9";"     2.6";"    92.0";"   125.6";"     1.0";"     0.6";"   141.9";"   193.1";"     1.2";"    15.5";"    26.7";"    64.4";"     0.6";"     1.6";"    12.0";"    41.4";"     0.4";"     6.6";"    18.2";"    35.3";"     0.6";"     1.6";"     7.7";"    21.1";"     1.5";"     1.0";"     4.6";"    21.0";"     1.5";"     1.0";"     2.6";"    16.0";"     1.5";"     1.0";"     3.5";"    12.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.0";"     2.3";"     2.3";"     2.6";"     3.9";"    24.7";"     1.5";"     5.7";"    11.0";"    25.1";"     2.0";"     8.0";"     9.0";"    17.5";"     2.0";"     2.5";"     3.0";"     3.0";"    10.5";"     2.7";"     2.6";"     3.0";"     3.0";"     5.0";"    37.1";"     3.3"
"1699";"WK020216  ";"Arnhem                                  ";"District     ";"WK020216  ";"1";"     1.2";"     0.4";"     6.5";"    18.4";"     3.2";"     1.1";"     3.2";"     1.7";"     3.0";"     8.2";"     4.8";"     0.7";"     1.0";"     3.4";"       .";"       .";"       .";"       .";"       .";"     0.6";"     2.8";"    19.3";"    44.8";"     0.6";"     5.2";"    79.4";"   149.4";"     2.1";"     2.8";"     9.0";"    20.1";"     0.9";"     1.5";"    56.2";"    85.8";"     0.5";"     2.7";"    89.4";"   148.1";"     0.6";"     2.8";"   127.3";"   198.3";"     2.1";"    12.8";"    23.4";"    64.6";"     0.6";"     2.0";"    18.4";"    57.0";"     0.6";"     1.0";"    13.9";"    43.0";"     0.6";"     1.8";"    12.4";"    34.5";"     0.9";"     4.5";"    11.6";"    24.2";"     0.9";"     4.0";"     9.2";"    19.2";"     0.9";"     3.6";"     6.4";"    14.2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.1";"     2.8";"     2.8";"     1.8";"     1.3";"    20.8";"     2.6";"     3.2";"     9.0";"    26.2";"     1.4";"     8.0";"     9.0";"    19.9";"     2.6";"     2.8";"     2.0";"     3.0";"    11.2";"     2.8";"     1.9";"     3.6";"     3.0";"     5.4";"    36.0";"     2.1"
"1700";"BU02021681";"Arnhem                                  ";"Neighbourhood";"BU02021681";"1";"     2.5";"     0.0";"     2.0";"    13.5";"     4.1";"     2.5";"     4.3";"     1.8";"     3.0";"     7.7";"     4.4";"     0.9";"     1.0";"     2.9";"       .";"       .";"       .";"       .";"       .";"     2.0";"     0.0";"    12.7";"    33.4";"     2.0";"     0.0";"    59.1";"   124.4";"     2.4";"     2.1";"     9.0";"    19.1";"     0.8";"     0.8";"    56.9";"    79.4";"     1.3";"     0.1";"    82.7";"   133.8";"     2.0";"     0.0";"   133.5";"   185.9";"     0.5";"    13.5";"    24.2";"    61.0";"     1.9";"     0.0";"     9.4";"    44.9";"     1.9";"     0.0";"     7.2";"    37.0";"     1.9";"     0.0";"     5.2";"    26.2";"     2.7";"     2.2";"     8.7";"    24.7";"     2.7";"     2.2";"     6.8";"    19.7";"     2.7";"     2.2";"     5.9";"    14.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.5";"     2.3";"     2.4";"     2.4";"     3.1";"    22.1";"     2.5";"     3.0";"     9.0";"    24.6";"     2.0";"     7.8";"     8.9";"    19.9";"     2.1";"     2.3";"     2.0";"     3.0";"    10.3";"     2.2";"     2.2";"     4.9";"     3.0";"     4.3";"    36.0";"     3.1"
"1701";"BU02021682";"Arnhem                                  ";"Neighbourhood";"BU02021682";"1";"     1.2";"     0.4";"     6.7";"    18.6";"     3.2";"     1.1";"     3.2";"     1.7";"     3.0";"     8.2";"     4.8";"     0.7";"     1.0";"     3.4";"       .";"       .";"       .";"       .";"       .";"     0.5";"     2.9";"    19.5";"    45.2";"     0.5";"     5.4";"    80.0";"   150.2";"     2.0";"     2.8";"     9.0";"    20.2";"     0.9";"     1.5";"    56.2";"    86.0";"     0.5";"     2.8";"    89.6";"   148.5";"     0.5";"     2.9";"   127.1";"   198.7";"     2.1";"    12.8";"    23.4";"    64.7";"     0.5";"     2.1";"    18.7";"    57.4";"     0.5";"     1.0";"    14.1";"    43.2";"     0.5";"     1.8";"    12.6";"    34.7";"     0.8";"     4.6";"    11.7";"    24.2";"     0.8";"     4.1";"     9.3";"    19.1";"     0.8";"     3.6";"     6.4";"    14.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.0";"     2.8";"     2.8";"     1.8";"     1.2";"    20.7";"     2.6";"     3.2";"     9.0";"    26.2";"     1.4";"     8.0";"     9.0";"    19.9";"     2.6";"     2.8";"     2.0";"     3.0";"    11.2";"     2.8";"     1.9";"     3.5";"     3.0";"     5.5";"    36.0";"     2.0"
"1702";"WK020217  ";"Arnhem                                  ";"District     ";"WK020217  ";"1";"     0.8";"     0.7";"     4.7";"    17.8";"     4.1";"     0.9";"     3.5";"     1.3";"     3.0";"     7.2";"     5.2";"     0.3";"     1.0";"     3.0";"       .";"       .";"       .";"       .";"       .";"     0.5";"     3.7";"    15.3";"    40.4";"     0.5";"     7.1";"    57.0";"   146.1";"     2.3";"     3.5";"     9.2";"    19.1";"     0.4";"     4.0";"    30.9";"    88.7";"     0.4";"     5.5";"    55.2";"   145.5";"     0.4";"     3.9";"    72.3";"   203.0";"     2.9";"    11.8";"    22.3";"    59.5";"     0.5";"     3.8";"    15.1";"    49.7";"     0.5";"     2.3";"     9.8";"    36.2";"     0.5";"     2.5";"     9.3";"    30.2";"     1.5";"     3.7";"    10.2";"    25.4";"     1.5";"     3.5";"     8.4";"    19.7";"     1.5";"     3.0";"     5.6";"    14.7";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.4";"     3.7";"     3.7";"     2.1";"     1.6";"    21.6";"     3.1";"     2.9";"     9.0";"    23.7";"     2.4";"     8.0";"     9.0";"    19.0";"     3.5";"     3.3";"     2.0";"     3.0";"    10.3";"     3.3";"     2.3";"     3.8";"     3.0";"     5.0";"    36.0";"     2.4"
"1703";"BU02021780";"Arnhem                                  ";"Neighbourhood";"BU02021780";"1";"     0.5";"     1.0";"     6.4";"    20.6";"     3.7";"     0.5";"     3.1";"     1.8";"     3.0";"     7.1";"     4.8";"     0.8";"     1.0";"     3.0";"       .";"       .";"       .";"       .";"       .";"     0.5";"     5.2";"    20.6";"    46.0";"     0.4";"    13.1";"    88.8";"   160.2";"     2.0";"     4.0";"     9.0";"    19.6";"     0.2";"     5.7";"    59.7";"    90.9";"     0.2";"     7.1";"    95.3";"   153.5";"     0.3";"     6.3";"   136.3";"   208.5";"     2.4";"    12.6";"    23.1";"    62.5";"     0.4";"     4.1";"    17.7";"    58.6";"     0.4";"     2.6";"    12.4";"    43.3";"     0.4";"     2.5";"    11.2";"    35.7";"     1.1";"     4.5";"    11.9";"    24.1";"     1.1";"     4.0";"     9.8";"    19.0";"     1.1";"     3.5";"     6.1";"    14.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.3";"     3.2";"     3.3";"     1.7";"     1.2";"    21.2";"     2.6";"     3.2";"     9.0";"    25.4";"     1.9";"     8.0";"     9.0";"    19.0";"     3.0";"     2.8";"     2.0";"     3.0";"    10.4";"     2.8";"     1.9";"     3.5";"     3.0";"     5.0";"    36.0";"     2.0"
"1704";"BU02021783";"Arnhem                                  ";"Neighbourhood";"BU02021783";"1";"     0.9";"     0.7";"     4.7";"    17.0";"     4.2";"     0.9";"     3.5";"     1.0";"     3.0";"     7.2";"     5.3";"     0.0";"     1.0";"     3.0";"       .";"       .";"       .";"       .";"       .";"     0.4";"     3.1";"    13.1";"    39.8";"     0.3";"     4.4";"    43.3";"   143.2";"     2.4";"     3.2";"     9.1";"    18.7";"     0.3";"     3.9";"    16.3";"    88.6";"     0.3";"     5.7";"    38.7";"   144.6";"     0.3";"     3.2";"    45.3";"   202.4";"     3.0";"    11.9";"    22.0";"    58.7";"     0.5";"     4.2";"    15.0";"    48.2";"     0.5";"     2.4";"     9.1";"    33.7";"     0.5";"     3.0";"     8.7";"    28.4";"     1.5";"     3.8";"    10.9";"    26.0";"     1.5";"     3.8";"     9.0";"    20.0";"     1.5";"     2.9";"     5.9";"    15.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.5";"     3.8";"     3.9";"     2.1";"     1.6";"    21.6";"     3.2";"     3.0";"     9.0";"    23.1";"     2.5";"     8.0";"     9.0";"    19.0";"     3.6";"     3.4";"     2.0";"     3.0";"    10.1";"     3.4";"     2.4";"     3.8";"     3.0";"     5.0";"    36.0";"     2.5"
"1705";"BU02021798";"Arnhem                                  ";"Neighbourhood";"BU02021798";"1";"     1.4";"     0.0";"     2.1";"    14.4";"     4.6";"     1.4";"     4.0";"     1.0";"     3.0";"     7.5";"     5.8";"     0.0";"     1.0";"     3.0";"       .";"       .";"       .";"       .";"       .";"     0.6";"     2.0";"    10.1";"    32.6";"     0.8";"     1.3";"    26.7";"   128.1";"     2.8";"     3.0";"     9.5";"    18.9";"     0.8";"     1.3";"     6.4";"    85.3";"     0.7";"     2.6";"    15.8";"   134.1";"     0.8";"     1.3";"    10.6";"   195.3";"     3.4";"    10.4";"    21.4";"    55.8";"     0.8";"     2.5";"    11.2";"    38.0";"     0.8";"     1.6";"     6.5";"    28.8";"     0.8";"     1.8";"     7.3";"    24.0";"     2.0";"     2.4";"     6.5";"    26.7";"     2.0";"     2.4";"     5.5";"    20.3";"     2.0";"     2.2";"     4.4";"    15.4";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.3";"     4.2";"     4.3";"     2.6";"     2.1";"    22.1";"     3.6";"     2.4";"     9.0";"    22.1";"     2.9";"     8.0";"     9.1";"    19.0";"     4.1";"     3.8";"     2.0";"     3.0";"    10.4";"     3.8";"     2.8";"     4.3";"     3.0";"     5.0";"    36.0";"     3.0"
"1706";"WK020218  ";"Arnhem                                  ";"District     ";"WK020218  ";"1";"     1.1";"     0.5";"     5.0";"    18.3";"     3.9";"     1.1";"     3.3";"     1.3";"     3.0";"     7.7";"     5.5";"     0.3";"     1.0";"     3.2";"       .";"       .";"       .";"       .";"       .";"     0.8";"     2.7";"    14.6";"    38.6";"     0.5";"     6.4";"    50.8";"   141.4";"     2.1";"     3.3";"     9.5";"    19.2";"     0.8";"     2.5";"    26.8";"    87.2";"     0.8";"     3.6";"    46.4";"   140.6";"     0.8";"     3.3";"    59.6";"   197.2";"     3.2";"    11.1";"    22.0";"    60.1";"     0.5";"     3.8";"    14.9";"    47.8";"     0.5";"     2.1";"    10.4";"    34.6";"     0.6";"     2.2";"    10.0";"    29.8";"     1.3";"     3.5";"     9.6";"    26.0";"     1.3";"     3.4";"     7.8";"    20.0";"     1.3";"     2.8";"     5.4";"    14.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.0";"     4.0";"     4.1";"     1.9";"     1.4";"    21.4";"     3.4";"     2.4";"     8.7";"    23.8";"     2.2";"     7.5";"     9.2";"    19.4";"     3.8";"     3.6";"     1.7";"     3.0";"    10.6";"     3.6";"     2.1";"     3.6";"     3.0";"     5.4";"    35.9";"     2.4"
"1707";"BU02021815";"Arnhem                                  ";"Neighbourhood";"BU02021815";"1";"     2.1";"     0.0";"     2.2";"    12.6";"     5.3";"     2.2";"     4.6";"     1.0";"     3.0";"     7.2";"     6.6";"     0.0";"     1.0";"     2.9";"       .";"       .";"       .";"       .";"       .";"     1.4";"     0.0";"     9.5";"    26.0";"     0.3";"     1.0";"    22.3";"   114.0";"     3.2";"     3.0";"    10.2";"    18.5";"     1.8";"     0.0";"     8.2";"    81.5";"     1.8";"     0.0";"    10.6";"   115.4";"     1.8";"     0.0";"    11.4";"   169.8";"     4.2";"     8.4";"    20.8";"    53.0";"     1.0";"     1.1";"    10.1";"    26.9";"     1.0";"     0.6";"     6.6";"    21.4";"     1.0";"     0.6";"     6.9";"    18.0";"     2.6";"     1.7";"     5.9";"    27.8";"     2.6";"     1.7";"     5.0";"    20.8";"     2.6";"     1.7";"     3.9";"    15.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.4";"     5.0";"     5.1";"     3.2";"     2.7";"    22.7";"     4.4";"     1.0";"     8.0";"    21.0";"     3.5";"     6.0";"     9.6";"    19.0";"     4.9";"     4.6";"     1.0";"     3.0";"    10.0";"     4.6";"     3.5";"     4.9";"     3.0";"     5.0";"    35.5";"     3.7"
"1708";"BU02021884";"Arnhem                                  ";"Neighbourhood";"BU02021884";"1";"     0.8";"     1.0";"     4.9";"    19.7";"     3.8";"     0.9";"     3.1";"     1.0";"     3.0";"     7.3";"     5.3";"     0.0";"     1.0";"     3.0";"       .";"       .";"       .";"       .";"       .";"     0.5";"     3.6";"    14.1";"    41.8";"     0.3";"     6.2";"    46.3";"   147.5";"     2.0";"     3.3";"     9.2";"    18.9";"     0.3";"     3.2";"    18.8";"    89.0";"     0.3";"     5.5";"    42.4";"   147.1";"     0.3";"     3.8";"    52.4";"   205.3";"     2.9";"    12.0";"    22.4";"    61.3";"     0.2";"     6.0";"    15.9";"    53.4";"     0.3";"     3.6";"    10.7";"    37.0";"     0.2";"     3.6";"     9.5";"    31.9";"     1.1";"     4.0";"    11.9";"    26.9";"     1.1";"     4.0";"     9.9";"    20.3";"     1.1";"     3.0";"     6.0";"    15.6";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.2";"     3.7";"     3.8";"     1.7";"     1.2";"    21.2";"     3.1";"     3.0";"     9.0";"    24.6";"     2.1";"     8.0";"     9.0";"    19.0";"     3.6";"     3.3";"     2.0";"     3.0";"    10.1";"     3.3";"     2.0";"     3.4";"     3.0";"     5.0";"    36.0";"     2.2"
"1709";"BU02021885";"Arnhem                                  ";"Neighbourhood";"BU02021885";"1";"     0.3";"     1.0";"     7.1";"    22.1";"     3.4";"     0.2";"     2.8";"     2.0";"     3.0";"     7.3";"     4.7";"     1.0";"     1.0";"     3.2";"       .";"       .";"       .";"       .";"       .";"     0.2";"     5.7";"    21.5";"    48.0";"     0.2";"    13.7";"    94.9";"   164.6";"     1.6";"     4.0";"     9.0";"    19.9";"     0.3";"     5.8";"    70.9";"    92.2";"     0.2";"     7.5";"   104.0";"   156.1";"     0.2";"     7.1";"   150.2";"   211.2";"     2.3";"    12.8";"    23.6";"    63.9";"     0.3";"     5.4";"    18.5";"    62.8";"     0.4";"     3.2";"    14.0";"    46.0";"     0.6";"     3.5";"    12.6";"    37.8";"     0.7";"     4.8";"    12.3";"    24.1";"     0.7";"     4.0";"    10.1";"    19.1";"     0.7";"     3.8";"     6.2";"    14.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.9";"     3.1";"     3.2";"     1.4";"     0.8";"    20.8";"     2.5";"     3.2";"     9.0";"    26.1";"     1.6";"     8.0";"     9.0";"    19.6";"     2.9";"     2.7";"     2.0";"     3.0";"    10.9";"     2.7";"     1.6";"     3.1";"     3.0";"     5.7";"    36.0";"     1.8"
"1710";"BU02021886";"Arnhem                                  ";"Neighbourhood";"BU02021886";"1";"     0.7";"     1.0";"     7.8";"    22.2";"     3.1";"     0.5";"     2.6";"     1.6";"     3.0";"     8.4";"     4.9";"     0.6";"     1.0";"     3.8";"       .";"       .";"       .";"       .";"       .";"     0.5";"     4.8";"    19.2";"    46.6";"     0.5";"    13.0";"    80.8";"   158.5";"     1.4";"     3.7";"     9.0";"    19.6";"     0.5";"     4.8";"    51.1";"    90.4";"     0.5";"     6.1";"    85.1";"   153.2";"     0.3";"     6.6";"   118.8";"   208.2";"     2.5";"    12.5";"    22.7";"    63.2";"     0.4";"     4.5";"    17.8";"    59.6";"     0.4";"     2.5";"    12.8";"    42.4";"     0.7";"     2.7";"    11.7";"    36.4";"     0.5";"     4.4";"    12.2";"    24.0";"     0.5";"     4.0";"     9.5";"    19.0";"     0.5";"     3.4";"     6.6";"    14.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.7";"     3.3";"     3.4";"     1.2";"     0.6";"    20.6";"     2.7";"     3.1";"     9.0";"    25.2";"     1.4";"     8.0";"     9.0";"    19.9";"     3.2";"     2.9";"     2.0";"     3.0";"    11.0";"     2.9";"     1.4";"     2.9";"     3.0";"     6.0";"    36.0";"     1.7"
"1711";"BU02021887";"Arnhem                                  ";"Neighbourhood";"BU02021887";"1";"     1.1";"     0.2";"     6.0";"    20.1";"     3.2";"     1.0";"     2.5";"     1.0";"     3.0";"     8.1";"     5.5";"     0.0";"     1.0";"     3.6";"       .";"       .";"       .";"       .";"       .";"     1.0";"     1.3";"    12.0";"    41.4";"     0.8";"     5.0";"    35.2";"   142.6";"     1.3";"     2.7";"     9.0";"    18.5";"     0.9";"     1.0";"    12.3";"    85.3";"     0.8";"     2.3";"    28.0";"   141.9";"     0.7";"     2.8";"    28.1";"   200.1";"     3.1";"    11.5";"    21.1";"    62.3";"     0.9";"     2.6";"    15.3";"    51.7";"     0.8";"     1.4";"    11.6";"    34.1";"     0.9";"     1.2";"    10.4";"    32.2";"     0.8";"     4.0";"     9.8";"    24.0";"     0.8";"     4.0";"     7.8";"    19.0";"     0.8";"     3.0";"     6.0";"    14.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.7";"     3.9";"     4.0";"     1.1";"     0.6";"    20.6";"     3.3";"     3.0";"     9.0";"    23.5";"     1.6";"     8.0";"     9.0";"    20.0";"     3.8";"     3.5";"     2.0";"     3.0";"    10.6";"     3.5";"     1.3";"     2.8";"     3.0";"     6.0";"    36.0";"     1.6"
"1712";"BU02021888";"Arnhem                                  ";"Neighbourhood";"BU02021888";"1";"     1.5";"     0.0";"     2.9";"    15.1";"     4.4";"     1.6";"     3.7";"     1.0";"     3.0";"     7.9";"     6.0";"     0.0";"     1.0";"     3.0";"       .";"       .";"       .";"       .";"       .";"     0.9";"     1.4";"    12.1";"    31.8";"     0.8";"     1.3";"    31.9";"   128.5";"     2.5";"     3.0";"    10.5";"    19.9";"     1.0";"     0.5";"     7.1";"    85.4";"     1.0";"     1.1";"    18.4";"   134.2";"     1.0";"     0.6";"    12.1";"   193.0";"     3.6";"    10.2";"    21.3";"    58.5";"     0.3";"     3.2";"    12.9";"    38.4";"     0.3";"     1.5";"     8.4";"    29.8";"     0.3";"     1.8";"     9.5";"    25.6";"     1.7";"     2.9";"     6.5";"    28.0";"     1.7";"     2.9";"     5.4";"    21.0";"     1.7";"     2.5";"     4.2";"    16.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.1";"     4.5";"     4.5";"     2.3";"     1.8";"    21.8";"     3.8";"     1.9";"     8.6";"    23.2";"     2.6";"     7.4";"     9.5";"    19.0";"     4.3";"     4.0";"     1.6";"     3.0";"    10.9";"     4.0";"     2.5";"     4.0";"     3.0";"     5.0";"    36.0";"     2.8"
"1713";"WK020219  ";"Arnhem                                  ";"District     ";"WK020219  ";"1";"     0.7";"     1.2";"     5.9";"    18.6";"     2.6";"     0.8";"     1.8";"     1.0";"     3.0";"     8.4";"     6.5";"     0.0";"     1.0";"     3.9";"       .";"       .";"       .";"       .";"       .";"     0.7";"     2.0";"    12.4";"    31.9";"     0.6";"     6.5";"    31.6";"   119.5";"     1.1";"     2.8";"    10.0";"    18.9";"     1.7";"     0.1";"     7.3";"    72.0";"     0.6";"     4.1";"    19.3";"   119.1";"     0.7";"     1.6";"    14.5";"   169.9";"     3.9";"     9.3";"    20.5";"    62.8";"     0.8";"     1.4";"    17.3";"    43.8";"     0.5";"     1.8";"    13.5";"    30.8";"     0.8";"     1.6";"    13.7";"    30.2";"     0.8";"     4.2";"     7.3";"    24.9";"     0.8";"     4.2";"     5.6";"    19.6";"     0.8";"     3.0";"     5.0";"    14.4";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.0";"     4.0";"     4.6";"     0.9";"     1.4";"    19.9";"     4.3";"     1.7";"     8.4";"    23.3";"     1.9";"     6.4";"     9.3";"    20.0";"     4.3";"     4.5";"     1.5";"     3.2";"    10.8";"     4.5";"     1.1";"     2.1";"     3.0";"     6.0";"    36.6";"     0.8"
"1714";"BU02021989";"Arnhem                                  ";"Neighbourhood";"BU02021989";"1";"     1.5";"     0.0";"     4.5";"    13.3";"     3.7";"     1.5";"     2.6";"     1.0";"     3.0";"     6.7";"     7.3";"     0.0";"     1.0";"     3.4";"       .";"       .";"       .";"       .";"       .";"     0.8";"     0.9";"     9.2";"    22.0";"     0.7";"     1.0";"    26.3";"    66.6";"     2.0";"     1.3";"     9.7";"    16.1";"     2.8";"     0.0";"     3.3";"    25.6";"     0.7";"     1.0";"    12.8";"    56.2";"     0.9";"     0.8";"     9.7";"    70.5";"     4.7";"     2.7";"    19.8";"    59.9";"     1.4";"     0.0";"     9.4";"    35.4";"     1.1";"     0.3";"     9.6";"    23.1";"     1.5";"     0.0";"     7.9";"    22.8";"     1.5";"     4.0";"     5.3";"    22.6";"     1.5";"     4.0";"     5.1";"    18.1";"     1.6";"     3.0";"     3.2";"    13.6";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.8";"     4.9";"     5.4";"     1.7";"     2.1";"    20.7";"     5.1";"     0.3";"     7.2";"    22.1";"     2.7";"     3.5";"     8.8";"    19.6";"     5.1";"     5.3";"     0.1";"     3.0";"     9.4";"     5.3";"     2.0";"     2.9";"     3.0";"     5.8";"    35.3";"     1.6"
